order_id,customer_id,customer_age,email,region,category,product_name,quantity,unit_price,discount,total_amount,payment_method,status,rating,sale_date
ORD-02060,CUST-8129,33,user2060@example.com,South,Electronics,Electronics Item 491,2,342.29,0.29,486.05,credit_card,refunded,3.5,2023-11-23
ORD-00207,CUST-2641,,user207@example.com,North,Home,Home Item 289,9,522.08,0.28,3383.08,credit_card,cancelled,4.1,2023-10-10
ORD-00071,CUST-8048,55,user71@example.com,North,Home,Home Item 407,20,152.59,0.04,2929.73,credit_card,pending,5.0,2023-02-11
ORD-01555,CUST-9583,51,user1555@example.com,Central,Home,Home Item 296,10,394.54,0.14,3393.04,credit_card,cancelled,3.6,2023-02-25
ORD-01260,CUST-1194,60,user1260@example.com,East,Books,Books Item 100,8,823.99,0.11,5866.81,debit_card,refunded,4.0,2023-08-05
ORD-01853,CUST-4653,68,user1853@example.com,West,Home,Home Item 169,19,742.06,0.14,12125.26,bank_transfer,completed,3.0,2023-11-09
ORD-01745,CUST-4010,31,user1745@example.com,West,Toys,Toys Item 36,15,598.16,0.14,7716.26,credit_card,completed,2.6,2023-08-14
ORD-01423,CUST-6986,38,user1423@example.com,South,Food,Food Item 50,6,259.38,0.02,1525.15,paypal,refunded,1.2,2023-07-11
ORD-00425,CUST-7668,,user425@example.com,East,Food,Food Item 344,2,963.96,0.15,1638.73,credit_card,refunded,3.4,2023-05-23
ORD-02100,CUST-6949,47,user2100@example.com,Central,Food,Food Item 62,12,49.66,0.15,506.53,crypto,pending,3.9,2023-05-25
ORD-00290,CUST-8161,56,user290@example.com,West,Toys,Toys Item 128,16,303.11,0.23,3734.32,debit_card,refunded,,2023-12-19
ORD-01139,CUST-3448,52,user1139@example.com,South,Sports,Sports Item 405,5,899.34,0.06,4226.9,debit_card,cancelled,3.5,2023-06-10
ORD-01136,CUST-1314,42,user1136@example.com,West,Books,Books Item 293,12,687.59,0.1,7425.97,bank_transfer,completed,4.9,2023-06-27
ORD-01994,CUST-9743,73,user1994@example.com,East,Food,Food Item 233,20,659.63,0.09,12005.27,bank_transfer,refunded,2.7,2023-06-06
ORD-00092,CUST-5720,34,user92@example.com,South,Food,Food Item 155,16,451.35,0.0,7221.6,credit_card,completed,4.8,2023-08-30
ORD-00981,CUST-5126,26,user981@example.com,North,Sports,Sports Item 237,6,25.61,0.26,113.71,credit_card,refunded,3.1,2023-07-28
ORD-01678,CUST-4967,29,user1678@example.com,North,Beauty,Beauty Item 431,7,262.82,0.21,1453.39,crypto,completed,3.8,2023-05-13
ORD-00001,CUST-4582,24,user1@example.com,South,Clothing,Clothing Item 259,1,742.84,0.07,690.84,crypto,completed,1.3,2023-11-24
ORD-01176,CUST-3527,58,user1176@example.com,South,Food,Food Item 92,5,952.51,0.28,3429.04,paypal,refunded,2.0,2023-04-21
ORD-01682,CUST-7265,57,user1682@example.com,West,Sports,Sports Item 354,11,156.94,0.13,1501.92,crypto,completed,1.1,2023-07-28
ORD-02157,CUST-7016,40,user2157@example.com,Central,Beauty,Beauty Item 42,10,248.83,0.07,2314.12,bank_transfer,completed,1.4,2023-02-17
ORD-01564,CUST-1130,70,user1564@example.com,West,Beauty,Beauty Item 392,4,968.43,0.0,3873.72,debit_card,pending,3.1,2023-06-03
ORD-00530,CUST-5043,63,user530@example.com,South,Beauty,Beauty Item 245,9,772.41,0.23,5352.8,credit_card,cancelled,3.8,2023-04-10
ORD-00037,CUST-7071,69,user37@example.com,North,Books,Books Item 260,4,698.7,0.09,2543.27,paypal,completed,4.1,2023-10-31
ORD-00910,CUST-3882,73,user910@example.com,East,Food,Food Item 281,8,412.41,0.05,3134.32,bank_transfer,refunded,3.6,2023-05-23
ORD-01097,CUST-4171,39,user1097@example.com,South,Beauty,Beauty Item 479,9,308.97,0.11,2474.85,bank_transfer,cancelled,4.4,2023-01-17
ORD-01266,CUST-5176,42,user1266@example.com,East,Electronics,Electronics Item 36,6,546.97,0.13,2855.18,bank_transfer,completed,2.0,2023-08-22
ORD-01018,CUST-9877,20,user1018@example.com,East,Food,Food Item 402,11,570.02,0.29,4451.86,crypto,completed,3.7,2023-10-20
ORD-01795,CUST-1711,67,user1795@example.com,Central,Electronics,Electronics Item 411,9,106.78,0.15,816.87,credit_card,pending,1.0,2023-09-23
ORD-00407,CUST-4138,33,user407@example.com,East,Home,Home Item 88,12,164.75,0.15,1680.45,crypto,completed,4.3,2023-10-24
ORD-00215,CUST-9475,73,user215@example.com,South,Clothing,Clothing Item 461,16,68.52,0.3,767.42,credit_card,refunded,4.8,2023-06-02
ORD-02009,CUST-5688,58,user2009@example.com,East,Sports,Sports Item 73,3,260.64,0.29,555.16,crypto,refunded,,2023-09-04
ORD-01209,CUST-3919,56,user1209@example.com,Central,Toys,Toys Item 163,10,695.11,0.24,5282.84,credit_card,refunded,4.9,2023-01-26
ORD-01658,CUST-8197,64,user1658@example.com,Central,Electronics,Electronics Item 296,13,199.88,0.15,2208.67,bank_transfer,cancelled,,2023-10-14
ORD-00281,CUST-3450,69,user281@example.com,West,Food,Food Item 413,19,687.57,0.24,9928.51,credit_card,pending,2.5,2023-10-20
ORD-01998,CUST-3937,49,user1998@example.com,South,Sports,Sports Item 175,2,162.34,0.27,237.02,debit_card,cancelled,3.9,2023-12-17
ORD-01255,CUST-9492,67,user1255@example.com,North,Home,Home Item 432,15,174.84,0.27,1914.5,crypto,completed,3.8,2023-10-26
ORD-02030,CUST-7481,44,user2030@example.com,West,Sports,Sports Item 337,7,949.14,0.27,4850.11,bank_transfer,cancelled,1.2,2023-09-03
ORD-02141,CUST-8835,46,user2141@example.com,North,Sports,Sports Item 108,14,67.37,0.19,763.98,debit_card,completed,1.7,2023-03-10
ORD-02109,CUST-1271,74,user2109@example.com,West,Sports,Sports Item 294,7,203.47,0.03,1381.56,paypal,pending,1.0,2023-04-06
ORD-01719,CUST-6075,22,user1719@example.com,Central,Books,Books Item 117,12,821.16,0.23,7587.52,bank_transfer,refunded,2.9,2023-04-20
ORD-02062,CUST-8484,39,user2062@example.com,Central,Beauty,Beauty Item 119,2,297.23,0.02,582.57,debit_card,refunded,4.1,2023-01-16
ORD-01698,CUST-8218,22,user1698@example.com,Central,Home,Home Item 307,8,271.88,0.12,1914.04,bank_transfer,pending,2.7,2023-05-12
ORD-01706,CUST-5543,24,user1706@example.com,East,Home,Home Item 50,3,667.97,0.27,1462.85,paypal,pending,2.9,2023-09-04
ORD-01004,CUST-4665,35,user1004@example.com,North,Food,Food Item 4,8,589.67,0.23,3632.37,crypto,refunded,1.1,2023-07-24
ORD-01660,CUST-7185,34,user1660@example.com,South,Beauty,Beauty Item 120,5,56.35,0.06,264.84,credit_card,completed,3.5,2023-06-17
ORD-00569,CUST-7370,38,user569@example.com,South,Beauty,Beauty Item 57,16,552.37,0.24,6716.82,credit_card,completed,2.6,2023-03-02
ORD-01201,CUST-2766,57,user1201@example.com,South,Home,Home Item 105,6,202.97,0.04,1169.11,credit_card,pending,,2023-08-18
ORD-00674,CUST-6508,21,user674@example.com,East,Electronics,Electronics Item 415,8,209.7,0.06,1576.94,crypto,pending,,2023-08-16
ORD-00848,CUST-4029,63,user848@example.com,Central,Books,Books Item 4,16,818.45,0.21,10345.21,credit_card,pending,3.7,2023-06-14
ORD-01787,CUST-7589,45,user1787@example.com,South,Clothing,Clothing Item 156,18,340.93,0.15,5216.23,debit_card,completed,2.4,2023-07-10
ORD-01224,CUST-9674,24,,South,Food,Food Item 282,18,339.97,0.16,5140.35,credit_card,cancelled,2.3,2023-04-11
ORD-00362,CUST-4552,36,user362@example.com,Central,Clothing,Clothing Item 327,17,108.39,0.13,1603.09,credit_card,completed,,2023-07-30
ORD-00259,CUST-1653,31,user259@example.com,East,Toys,Toys Item 53,8,67.55,0.11,480.96,crypto,cancelled,2.6,2023-04-23
ORD-00619,CUST-1847,30,user619@example.com,East,Toys,Toys Item 43,12,190.62,0.2,1829.95,debit_card,completed,4.1,2023-03-08
ORD-00699,CUST-6203,50,user699@example.com,West,Toys,Toys Item 201,20,414.94,0.07,7717.88,bank_transfer,refunded,2.6,2023-09-05
ORD-00470,CUST-7910,37,user470@example.com,North,Home,Home Item 480,19,293.14,0.16,4678.51,paypal,cancelled,2.9,2023-03-03
ORD-00872,CUST-8291,,user872@example.com,West,Sports,Sports Item 374,0,82.28,0.03,638.49,crypto,pending,1.0,2023-09-03
ORD-01828,CUST-9023,52,user1828@example.com,West,Electronics,Electronics Item 395,7,150.02,0.1,945.13,debit_card,refunded,2.3,2023-07-22
ORD-02107,CUST-6230,47,user2107@example.com,South,Toys,Toys Item 180,16,726.14,0.23,8946.04,debit_card,completed,1.5,2023-06-16
ORD-00458,CUST-2706,20,user458@example.com,North,Books,Books Item 475,16,261.53,0.1,3766.03,bank_transfer,refunded,4.6,2023-03-03
ORD-00286,CUST-8752,65,user286@example.com,Central,Food,Food Item 28,1,129.41,0.07,120.35,credit_card,refunded,1.7,2023-03-27
ORD-01548,CUST-1102,36,user1548@example.com,East,Beauty,Beauty Item 467,12,901.52,0.06,10169.15,paypal,refunded,4.9,2023-06-04
ORD-02163,CUST-6460,53,user2163@example.com,South,Sports,Sports Item 261,2,187.06,0.06,351.67,crypto,completed,2.4,2023-05-19
ORD-00680,CUST-2268,63,user680@example.com,South,Sports,Sports Item 105,1,679.99,0.26,503.19,paypal,cancelled,1.4,2023-05-13
ORD-01473,CUST-3104,34,user1473@example.com,Central,Sports,Sports Item 415,16,389.67,0.27,4551.35,debit_card,refunded,2.9,2023-06-03
ORD-00284,CUST-6527,74,user284@example.com,West,Home,Home Item 324,11,674.82,0.15,6309.57,crypto,refunded,2.9,2023-05-26
ORD-01668,CUST-6020,31,user1668@example.com,West,Clothing,Clothing Item 230,3,549.87,0.2,1319.69,bank_transfer,completed,4.7,2023-06-10
ORD-00345,CUST-6339,40,user345@example.com,Central,Clothing,Clothing Item 333,12,481.25,0.25,4331.25,credit_card,cancelled,1.4,2023-09-01
ORD-02104,CUST-3812,68,user2104@example.com,North,Home,Home Item 70,13,532.71,0.15,5886.45,crypto,cancelled,2.3,2023-01-21
ORD-01839,CUST-1058,49,user1839@example.com,Central,Home,Home Item 67,18,32.33,0.1,523.75,paypal,completed,4.8,2023-05-29
ORD-00416,CUST-6715,67,user416@example.com,Central,Sports,Sports Item 14,16,593.08,0.11,8445.46,paypal,refunded,1.1,2023-07-20
ORD-01104,CUST-9854,34,user1104@example.com,West,Food,Food Item 364,16,109.13,0.25,1309.56,paypal,pending,,2023-09-04
ORD-00240,CUST-2016,21,user240@example.com,East,Electronics,Electronics Item 105,17,110.94,0.11,1678.52,crypto,completed,1.6,2023-08-05
ORD-01499,CUST-5879,31,user1499@example.com,West,Electronics,Electronics Item 204,18,896.75,0.12,14204.52,debit_card,cancelled,4.9,2023-09-04
ORD-00879,CUST-3285,27,user879@example.com,South,Food,Food Item 423,2,346.73,0.28,499.29,bank_transfer,completed,4.3,2023-08-19
ORD-00856,CUST-3099,25,user856@example.com,East,Food,Food Item 290,11,632.3,0.21,5494.69,bank_transfer,completed,2.4,2023-06-07
ORD-00923,CUST-7630,45,user923@example.com,North,Sports,Sports Item 488,20,779.4,0.07,14496.84,crypto,cancelled,3.0,2023-12-08
ORD-01207,CUST-8953,52,user1207@example.com,South,Electronics,Electronics Item 322,19,783.02,0.1,13389.64,debit_card,refunded,3.0,2023-11-03
ORD-00354,CUST-6119,33,user354@example.com,Central,Sports,Sports Item 28,15,519.36,0.16,6543.94,paypal,completed,4.8,2023-03-14
ORD-00974,CUST-3453,52,user974@example.com,East,Books,Books Item 161,16,953.31,0.03,14795.37,bank_transfer,completed,3.5,2023-02-12
ORD-01749,CUST-9524,36,user1749@example.com,North,Beauty,Beauty Item 132,9,257.54,0.27,1692.04,debit_card,cancelled,2.4,2023-01-17
ORD-00024,CUST-9379,34,user24@example.com,North,Home,Home Item 198,1,119.76,0.29,85.03,crypto,pending,2.4,2023-12-14
ORD-00540,CUST-8648,20,user540@example.com,South,Food,Food Item 459,17,876.84,0.24,11328.77,bank_transfer,completed,2.2,2023-12-31
ORD-01213,CUST-4820,45,user1213@example.com,East,Toys,Toys Item 95,16,261.09,0.21,3300.18,bank_transfer,refunded,4.8,2023-04-08
ORD-01965,CUST-9585,64,user1965@example.com,West,Beauty,Beauty Item 327,12,798.87,0.23,7381.56,credit_card,refunded,2.6,2023-10-25
ORD-00319,CUST-3378,37,user319@example.com,Central,Food,Food Item 470,19,543.64,0.24,7850.16,debit_card,cancelled,4.6,2023-04-16
ORD-01063,CUST-2871,41,user1063@example.com,South,Books,Books Item 13,11,84.31,0.01,918.14,credit_card,refunded,3.0,2023-12-31
ORD-00141,CUST-2578,50,user141@example.com,Central,Electronics,Electronics Item 77,17,723.57,0.16,10332.58,debit_card,pending,4.2,2023-01-07
ORD-00747,CUST-4567,73,user747@example.com,West,Beauty,Beauty Item 462,7,215.25,0.03,1461.55,crypto,cancelled,3.9,2023-02-19
ORD-00796,CUST-6593,25,user796@example.com,East,Clothing,Clothing Item 487,20,473.75,0.2,7580.0,credit_card,refunded,1.6,2023-09-26
ORD-02010,CUST-4715,56,user2010@example.com,South,Home,Home Item 420,15,315.33,0.28,3405.56,debit_card,cancelled,1.4,2023-06-06
ORD-00934,CUST-3299,28,user934@example.com,South,Home,Home Item 263,19,868.78,0.06,15516.41,crypto,refunded,2.9,2023-12-04
ORD-00513,CUST-1715,47,user513@example.com,South,Food,Food Item 454,14,252.89,0.27,2584.54,debit_card,cancelled,3.8,2023-11-10
ORD-00091,CUST-6493,41,user91@example.com,South,Toys,Toys Item 71,12,930.81,0.12,9829.35,credit_card,cancelled,2.5,2023-04-24
ORD-00059,CUST-6661,18,user59@example.com,Central,Food,Food Item 154,8,463.84,0.08,3413.86,bank_transfer,cancelled,2.2,2023-10-26
ORD-01805,CUST-1438,40,user1805@example.com,Central,Home,Home Item 309,8,940.59,0.21,5944.53,bank_transfer,cancelled,2.0,2023-08-19
ORD-00835,CUST-9478,44,user835@example.com,West,Toys,Toys Item 93,10,905.14,0.29,6426.49,bank_transfer,completed,3.2,2023-02-25
ORD-00984,CUST-4352,62,user984@example.com,South,Home,Home Item 107,5,468.35,0.25,1756.31,paypal,pending,3.6,2023-05-22
ORD-01044,CUST-6449,74,user1044@example.com,East,Beauty,Beauty Item 444,4,491.65,0.19,1592.95,paypal,refunded,2.6,2023-05-17
ORD-01041,CUST-3876,43,user1041@example.com,North,Toys,Toys Item 235,13,900.14,0.17,9712.51,debit_card,pending,3.9,2023-09-19
ORD-01689,CUST-4893,46,user1689@example.com,North,Books,Books Item 106,17,561.06,0.16,8011.94,bank_transfer,completed,2.7,2023-03-10
ORD-00403,CUST-2867,57,user403@example.com,West,Food,Food Item 236,17,225.01,0.06,3595.66,credit_card,completed,4.4,2023-04-22
ORD-00480,CUST-9270,25,user480@example.com,East,Food,Food Item 453,18,565.26,0.09,9258.96,paypal,cancelled,5.0,2023-01-24
ORD-00436,CUST-7283,18,user436@example.com,West,Toys,Toys Item 377,8,372.79,0.21,2356.03,crypto,cancelled,4.9,2023-05-01
ORD-00366,CUST-8833,75,user366@example.com,West,Electronics,Electronics Item 207,2,666.28,0.08,1225.96,credit_card,pending,,2023-12-01
ORD-01484,CUST-7641,69,,Central,Beauty,Beauty Item 164,16,537.18,0.05,8165.14,bank_transfer,cancelled,1.3,2023-04-28
ORD-01472,CUST-2176,,user1472@example.com,East,Clothing,Clothing Item 457,14,68.32,0.0,956.48,credit_card,pending,3.1,2023-05-18
ORD-02088,CUST-7826,56,user2088@example.com,South,Sports,Sports Item 392,18,506.9,0.23,7025.63,debit_card,completed,4.1,2023-06-15
ORD-00801,CUST-5153,39,user801@example.com,East,Beauty,Beauty Item 420,1,219.96,0.05,208.96,paypal,cancelled,4.2,2023-07-24
ORD-00393,CUST-2840,54,user393@example.com,West,Sports,Sports Item 461,16,896.49,0.29,10184.13,credit_card,pending,3.9,2023-11-28
ORD-01984,CUST-6990,57,user1984@example.com,North,Toys,Toys Item 252,3,485.61,0.16,1223.74,credit_card,refunded,1.8,2023-12-05
ORD-00565,CUST-1580,43,user565@example.com,West,Toys,Toys Item 457,10,268.42,0.0,2684.2,crypto,refunded,4.7,2023-06-03
ORD-01296,CUST-2500,35,user1296@example.com,Central,Toys,Toys Item 78,5,717.53,0.03,3480.02,debit_card,pending,4.2,2023-08-10
ORD-01531,CUST-3274,57,user1531@example.com,South,Food,Food Item 14,20,437.9,0.06,8232.52,paypal,completed,1.4,2023-01-11
ORD-01732,CUST-6585,39,user1732@example.com,South,Beauty,Beauty Item 206,15,954.7,0.14,12315.63,credit_card,pending,2.0,2023-10-24
ORD-00827,CUST-9251,45,user827@example.com,South,Beauty,Beauty Item 394,6,88.19,0.21,418.02,debit_card,cancelled,1.6,2023-01-20
ORD-01866,CUST-6524,56,user1866@example.com,South,Books,Books Item 13,19,736.01,0.26,10348.3,bank_transfer,completed,4.1,2023-12-18
ORD-01374,CUST-8890,37,user1374@example.com,West,Electronics,Electronics Item 13,13,473.37,0.06,5784.58,paypal,cancelled,3.1,2023-12-13
ORD-00243,CUST-3636,29,user243@example.com,Central,Sports,Sports Item 434,15,181.54,0.2,2178.48,paypal,completed,1.2,2023-04-10
ORD-01090,CUST-7054,32,user1090@example.com,East,Electronics,Electronics Item 410,19,453.36,0.29,6115.83,bank_transfer,refunded,3.4,2023-10-03
ORD-01440,CUST-4359,49,user1440@example.com,West,Food,Food Item 270,11,400.7,0.14,3790.62,crypto,refunded,3.0,2023-03-30
ORD-01181,CUST-5155,49,user1181@example.com,South,Beauty,Beauty Item 223,19,-5.0,0.18,15343.65,debit_card,completed,2.9,2023-10-23
ORD-01797,CUST-2155,34,user1797@example.com,South,Sports,Sports Item 445,10,306.41,0.0,3064.1,bank_transfer,pending,3.1,2023-10-10
ORD-01427,CUST-4933,73,user1427@example.com,South,Toys,Toys Item 418,7,787.2,0.04,5289.98,bank_transfer,refunded,1.7,2023-03-15
ORD-00325,CUST-2854,62,user325@example.com,South,Sports,Sports Item 399,15,170.65,0.09,2329.37,crypto,pending,4.3,2023-06-05
ORD-00106,CUST-6531,59,user106@example.com,Central,Sports,Sports Item 22,5,626.89,0.18,2570.25,credit_card,completed,1.6,2023-04-11
ORD-01058,CUST-1124,59,user1058@example.com,South,Electronics,Electronics Item 360,14,232.06,0.04,3118.89,paypal,completed,2.3,2023-08-07
ORD-00684,CUST-2890,33,user684@example.com,South,Toys,Toys Item 228,11,272.83,0.25,2250.85,bank_transfer,cancelled,4.9,2023-12-04
ORD-00731,CUST-3610,23,user731@example.com,East,Sports,Sports Item 52,0,84.97,0.07,790.22,bank_transfer,refunded,3.2,2023-03-30
ORD-00224,CUST-1152,44,user224@example.com,East,Electronics,Electronics Item 216,4,655.29,0.01,2594.95,credit_card,cancelled,2.0,2023-11-01
ORD-00881,CUST-4085,65,user881@example.com,North,Beauty,Beauty Item 458,17,658.6,0.12,9852.66,crypto,completed,1.4,2023-10-08
ORD-00690,CUST-6219,51,user690@example.com,South,Sports,Sports Item 489,4,236.1,0.15,802.74,debit_card,completed,4.4,2023-09-18
ORD-00042,CUST-3939,66,user42@example.com,East,Food,Food Item 8,7,220.3,0.15,1310.79,crypto,pending,1.4,2023-03-03
ORD-00103,CUST-3126,26,user103@example.com,Central,Food,Food Item 453,12,511.21,0.04,5889.14,credit_card,completed,2.4,2023-12-31
ORD-01051,CUST-8644,25,user1051@example.com,South,Clothing,Clothing Item 28,5,400.83,0.19,1623.36,credit_card,completed,3.7,2023-02-17
ORD-00999,CUST-7681,67,user999@example.com,Central,Clothing,Clothing Item 359,6,839.98,0.24,3830.31,credit_card,refunded,2.6,2023-04-08
ORD-00257,CUST-5767,75,user257@example.com,South,Beauty,Beauty Item 238,19,216.69,0.01,4075.94,crypto,completed,4.1,2023-10-25
ORD-02049,CUST-7299,19,user2049@example.com,Central,Home,Home Item 65,7,97.95,0.29,486.81,credit_card,cancelled,3.7,2023-11-18
ORD-01399,CUST-5757,44,user1399@example.com,North,Toys,Toys Item 159,12,249.77,0.28,2158.01,debit_card,cancelled,2.7,2023-02-13
ORD-01574,CUST-7176,65,user1574@example.com,North,Food,Food Item 164,10,7.6,0.24,57.76,credit_card,completed,3.2,2023-09-13
ORD-01337,CUST-8218,71,user1337@example.com,South,Electronics,Electronics Item 289,2,294.75,0.06,554.13,paypal,refunded,2.1,2023-12-17
ORD-00214,CUST-1120,34,user214@example.com,Central,Sports,Sports Item 340,9,426.68,0.11,3417.71,paypal,cancelled,3.1,2023-05-10
ORD-01834,CUST-6361,45,user1834@example.com,East,Clothing,Clothing Item 170,14,683.46,0.05,9090.02,credit_card,completed,2.6,2023-12-11
ORD-00919,CUST-9978,51,user919@example.com,Central,Toys,Toys Item 260,12,623.66,0.09,6810.37,credit_card,pending,4.0,2023-06-21
ORD-00616,CUST-8045,70,user616@example.com,South,Beauty,Beauty Item 285,2,20.45,0.05,38.85,bank_transfer,pending,2.3,2023-01-03
ORD-00481,CUST-8807,47,user481@example.com,North,Toys,Toys Item 462,9,249.7,0.29,1595.58,credit_card,pending,4.7,2023-12-29
ORD-00250,CUST-8170,50,user250@example.com,West,Clothing,Clothing Item 203,19,50.29,0.25,716.63,credit_card,refunded,2.2,2023-11-25
ORD-01666,CUST-3953,51,user1666@example.com,South,Food,Food Item 443,8,746.13,0.22,4655.85,debit_card,refunded,3.6,2023-09-17
ORD-00511,CUST-8519,63,user511@example.com,East,Beauty,Beauty Item 104,7,134.28,0.06,883.56,credit_card,pending,3.3,2023-02-05
ORD-01829,CUST-8396,38,user1829@example.com,East,Books,Books Item 350,20,831.42,0.29,11806.16,credit_card,completed,4.8,2023-10-20
ORD-00349,CUST-9362,45,user349@example.com,West,Books,Books Item 434,11,303.23,0.24,2535.0,debit_card,cancelled,5.0,2023-04-11
ORD-01806,CUST-5920,36,user1806@example.com,Central,Beauty,Beauty Item 194,4,169.91,0.07,632.07,crypto,cancelled,2.2,2023-06-01
ORD-00236,CUST-1071,67,user236@example.com,Central,Beauty,Beauty Item 377,2,926.98,0.25,1390.47,credit_card,refunded,3.4,2023-02-25
ORD-01747,CUST-7190,32,user1747@example.com,Central,Books,Books Item 499,2,788.85,0.06,1483.04,paypal,pending,4.1,2023-04-09
ORD-00175,CUST-9300,,user175@example.com,East,Food,Food Item 322,16,954.67,0.23,11761.53,crypto,refunded,1.2,2023-07-07
ORD-01786,CUST-7208,47,user1786@example.com,Central,Sports,Sports Item 264,12,977.05,0.18,9614.17,bank_transfer,refunded,2.9,2023-02-22
ORD-01336,CUST-4178,47,user1336@example.com,West,Clothing,Clothing Item 455,2,425.19,0.01,841.88,credit_card,cancelled,4.7,2023-09-11
ORD-01372,CUST-8716,31,user1372@example.com,North,Books,Books Item 281,15,270.67,0.13,3532.24,debit_card,pending,2.8,2023-12-28
ORD-01997,CUST-7200,58,user1997@example.com,South,Food,Food Item 430,9,808.87,0.12,6406.25,bank_transfer,refunded,2.9,2023-06-07
ORD-01597,CUST-1468,68,user1597@example.com,North,Toys,Toys Item 216,5,-5.0,0.18,3465.77,debit_card,cancelled,4.9,2023-04-27
ORD-01452,CUST-9563,25,user1452@example.com,South,Sports,Sports Item 104,18,439.6,0.11,7042.39,credit_card,pending,4.6,2023-08-30
ORD-00676,CUST-5846,18,user676@example.com,East,Beauty,Beauty Item 293,15,746.9,0.28,8066.52,bank_transfer,completed,2.1,2023-03-25
ORD-00332,CUST-5705,58,user332@example.com,West,Books,Books Item 312,7,613.99,0.03,4168.99,paypal,cancelled,3.9,2023-09-26
ORD-00468,CUST-8210,55,user468@example.com,West,Toys,Toys Item 375,7,448.93,0.11,2796.83,bank_transfer,pending,4.5,2023-03-08
ORD-01335,CUST-2567,75,user1335@example.com,East,Electronics,Electronics Item 95,7,586.59,0.24,3120.66,bank_transfer,cancelled,4.8,2023-10-24
ORD-00615,CUST-5333,43,,East,Toys,Toys Item 430,14,908.44,0.19,10301.71,bank_transfer,pending,1.9,2023-06-29
ORD-01460,CUST-2634,56,user1460@example.com,South,Beauty,Beauty Item 476,4,184.5,0.28,531.36,crypto,refunded,4.0,2023-10-31
ORD-00330,CUST-7831,20,user330@example.com,South,Food,Food Item 83,5,59.79,0.1,269.06,paypal,pending,2.2,2023-01-26
ORD-01461,CUST-1600,,user1461@example.com,North,Clothing,Clothing Item 25,17,768.17,0.24,9924.76,bank_transfer,pending,,2023-12-02
ORD-01578,CUST-8030,59,user1578@example.com,Central,Beauty,Beauty Item 35,3,246.23,0.13,642.66,paypal,cancelled,1.3,2023-08-02
ORD-00850,CUST-3642,40,user850@example.com,North,Beauty,Beauty Item 32,17,642.39,0.07,10156.19,credit_card,refunded,3.6,2023-11-04
ORD-01922,CUST-5317,33,user1922@example.com,Central,Toys,Toys Item 189,10,40.59,0.24,308.48,bank_transfer,completed,1.1,2023-09-17
ORD-01516,CUST-3221,52,user1516@example.com,Central,Electronics,Electronics Item 73,1,968.56,0.29,687.68,credit_card,refunded,5.0,2023-02-22
ORD-01622,CUST-5729,70,user1622@example.com,West,Books,Books Item 493,18,846.83,0.16,12804.07,credit_card,cancelled,1.6,2023-02-20
ORD-01799,CUST-3051,68,user1799@example.com,East,Beauty,Beauty Item 434,1,386.31,0.01,382.45,bank_transfer,pending,3.3,2023-12-09
ORD-02177,CUST-8424,25,user2177@example.com,South,Books,Books Item 16,16,72.94,0.27,851.94,crypto,cancelled,1.0,2023-06-25
ORD-00160,CUST-9804,50,user160@example.com,South,Clothing,Clothing Item 285,8,308.85,0.05,2347.26,debit_card,refunded,3.3,2023-06-10
ORD-00174,CUST-6916,42,user174@example.com,East,Sports,Sports Item 68,2,784.87,0.24,1193.0,bank_transfer,refunded,3.4,2023-07-20
ORD-01386,CUST-2330,59,user1386@example.com,South,Books,Books Item 6,11,804.05,0.11,7871.65,paypal,pending,3.7,2023-05-18
ORD-01279,CUST-1425,21,user1279@example.com,West,Electronics,Electronics Item 111,1,342.27,0.14,294.35,crypto,refunded,2.3,2023-10-06
ORD-00488,CUST-1891,58,user488@example.com,East,Clothing,Clothing Item 267,1,482.56,0.24,366.75,debit_card,completed,2.0,2023-11-17
ORD-00889,CUST-5569,63,user889@example.com,West,Electronics,Electronics Item 286,15,498.66,0.24,5684.72,bank_transfer,completed,3.5,2023-11-06
ORD-01194,CUST-1703,39,user1194@example.com,East,Home,Home Item 143,7,290.63,0.21,1607.18,crypto,refunded,4.4,2023-09-23
ORD-00402,CUST-7750,55,user402@example.com,East,Sports,Sports Item 472,9,687.01,0.21,4884.64,debit_card,completed,1.5,2023-06-11
ORD-00264,CUST-1271,39,user264@example.com,South,Food,Food Item 268,20,661.34,0.08,12168.66,crypto,refunded,1.3,2023-10-26
ORD-01438,CUST-2709,28,user1438@example.com,East,Books,Books Item 316,19,260.97,0.11,4413.0,paypal,cancelled,4.7,2023-03-09
ORD-00985,CUST-8642,32,user985@example.com,North,Sports,Sports Item 279,19,318.5,0.21,4780.69,credit_card,pending,1.4,2023-09-27
ORD-01712,CUST-6636,73,user1712@example.com,West,Home,Home Item 383,15,217.92,0.2,2615.04,crypto,cancelled,2.5,2023-11-29
ORD-01030,CUST-3452,33,user1030@example.com,North,Books,Books Item 146,14,478.47,0.25,5023.93,credit_card,completed,2.3,2023-07-07
ORD-01541,CUST-4986,39,user1541@example.com,North,Electronics,Electronics Item 107,2,33.77,0.22,52.68,debit_card,cancelled,4.0,2023-04-09
ORD-00070,CUST-7984,51,user70@example.com,North,Books,Books Item 252,20,48.15,0.23,741.51,bank_transfer,completed,1.1,2023-08-20
ORD-00663,CUST-8761,64,user663@example.com,Central,Beauty,Beauty Item 181,19,548.84,0.02,10219.4,paypal,pending,3.1,2023-07-04
